order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,snapshot_date
633dfa0c56ae5c0c7f2e90620ad55b2f,22e62a7227eb91f93cb55ef14a20cbd4,delivered,2018-06-22T13:43:19.000Z,2018-06-22T13:58:17.000Z,2018-06-26T09:18:00.000Z,2018-07-06T14:23:14.000Z,2018-07-31T00:00:00.000Z,2018_06_22
2d8a0bc4abbb7bbb3a420f2219f02f93,4c80c9c4f15db841f85d24b515c68ba2,delivered,2018-06-22T21:39:34.000Z,2018-06-22T21:58:43.000Z,2018-06-26T14:33:00.000Z,2018-06-29T17:41:09.000Z,2018-07-20T00:00:00.000Z,2018_06_22
759ef6eef7b8279539f81a2663c2f500,dbdc5f4edc37f3f149e239e4a3880a97,delivered,2018-06-22T08:59:23.000Z,2018-06-23T02:20:27.000Z,2018-06-25T14:25:00.000Z,2018-07-14T16:12:19.000Z,2018-08-01T00:00:00.000Z,2018_06_22
a238c4b12e353d643594bb92d9385e1a,a71f65149295549d85fe86597d5bf59c,delivered,2018-06-22T16:07:51.000Z,2018-06-23T02:20:05.000Z,2018-06-25T19:02:00.000Z,2018-06-28T16:32:42.000Z,2018-07-18T00:00:00.000Z,2018_06_22
0f20a3721e8997ae2f771ec8cf0c4d3d,4629c64a048bf8a64632d31b9df84293,delivered,2018-06-22T12:06:16.000Z,2018-06-23T02:20:15.000Z,2018-06-29T14:48:00.000Z,2018-07-02T15:48:03.000Z,2018-07-16T00:00:00.000Z,2018_06_22
0b461bff8323f6fec51ec6254a81d562,3225c076223e4cf8512be1779e066df8,delivered,2018-06-22T12:48:41.000Z,2018-06-23T02:20:20.000Z,2018-06-27T18:51:00.000Z,2018-07-05T19:54:39.000Z,2018-07-11T00:00:00.000Z,2018_06_22
abed2a2ecd907630587f0062063d3df7,ff423802c40cadf7c338845c137fe304,delivered,2018-06-22T17:42:02.000Z,2018-06-22T17:59:01.000Z,2018-06-25T15:42:00.000Z,2018-07-02T21:05:41.000Z,2018-07-05T00:00:00.000Z,2018_06_22
e0f5cf952d89f08c137a437a70f1a561,4a200e2fddc4d6a7f398610e59cc47c8,delivered,2018-06-22T19:21:40.000Z,2018-06-25T10:55:35.000Z,2018-06-25T13:28:00.000Z,2018-07-12T14:41:50.000Z,2018-07-24T00:00:00.000Z,2018_06_22
20dd46ec82721cbf25cc9ef228943bf5,0d25047b8fa2245d9bd6b2901623460e,delivered,2018-06-22T15:59:42.000Z,2018-06-23T10:58:52.000Z,2018-06-25T14:58:00.000Z,2018-06-30T13:02:42.000Z,2018-07-20T00:00:00.000Z,2018_06_22
36750bfd3e70a5f8f95edf2e28f1d60e,352960fe6741c7944bd2007d8d1d3f64,delivered,2018-06-22T21:30:06.000Z,2018-06-22T21:58:42.000Z,2018-06-27T12:04:00.000Z,2018-07-03T01:58:38.000Z,2018-07-23T00:00:00.000Z,2018_06_22
