order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,snapshot_date
4e2160ff7a61b2bf4fbd2e527ea924d3,ea36ec29b56eded534644f21b9561efc,delivered,2018-02-09T13:48:17.000Z,2018-02-09T14:15:48.000Z,2018-02-09T22:53:10.000Z,2018-02-22T17:14:00.000Z,2018-03-06T00:00:00.000Z,09_02_2018
626e4ba4ac663dadb68a6fe4b0d7b8d4,6b9aa554bd8240e377eb1aca688e6e39,delivered,2018-02-09T15:26:21.000Z,2018-02-09T15:54:33.000Z,2018-02-14T16:39:01.000Z,2018-02-28T20:07:13.000Z,2018-03-09T00:00:00.000Z,09_02_2018
e82a48563b753b7df504aba7e01f9faf,bb2c348088e3c1e8d0a922796243a460,delivered,2018-02-09T21:00:12.000Z,2018-02-09T21:15:24.000Z,2018-02-16T00:22:33.000Z,2018-03-05T22:37:41.000Z,2018-03-02T00:00:00.000Z,09_02_2018
f1d572fdda4a03235f86ebb75b8e536c,20c428d35e8e49aad5e519babee5ff48,delivered,2018-02-09T17:42:05.000Z,2018-02-09T18:15:28.000Z,2018-02-14T19:07:57.000Z,2018-02-20T19:25:49.000Z,2018-03-12T00:00:00.000Z,09_02_2018
5e6786653a325a061d408b04a91c0233,b7cb32f9af2209cd24f528f67ca51f19,delivered,2018-02-09T13:46:13.000Z,2018-02-09T14:15:48.000Z,2018-02-16T15:35:43.000Z,2018-03-07T18:36:45.000Z,2018-03-08T00:00:00.000Z,09_02_2018
3c901df8e80c646961877910379f4c1d,745b41873a19a0a1b38807987bd21cb2,delivered,2018-02-09T20:03:05.000Z,2018-02-09T20:15:25.000Z,2018-02-19T18:14:21.000Z,2018-04-10T18:24:44.000Z,2018-03-06T00:00:00.000Z,09_02_2018
64f5fd87174ba865c091f3ceabeaf0e3,ce0ceb45fe0c526c8b6959f36131687f,delivered,2018-02-09T09:31:08.000Z,2018-02-09T10:14:05.000Z,2018-02-15T17:31:20.000Z,2018-02-18T12:54:38.000Z,2018-02-23T00:00:00.000Z,09_02_2018
489b4af31f96f42648f0c0636a51b289,e49282ae3ee47bc3b2e30025544b25f5,delivered,2018-02-09T21:13:06.000Z,2018-02-09T21:29:18.000Z,2018-02-14T20:05:13.000Z,2018-02-18T13:58:47.000Z,2018-02-23T00:00:00.000Z,09_02_2018
2468e620a816b687f5dc6878e7d847ce,c263ebf69a31d58fe14346bb309ff697,delivered,2018-02-09T10:47:01.000Z,2018-02-10T10:47:44.000Z,2018-02-14T22:16:33.000Z,2018-02-20T15:03:38.000Z,2018-03-05T00:00:00.000Z,09_02_2018
06bad3a130e91f7b26791dba22abc0f5,914f5d77198dea1b107e105471d3db24,delivered,2018-02-09T17:21:15.000Z,2018-02-09T17:35:31.000Z,2018-02-15T16:19:15.000Z,2018-03-26T17:49:03.000Z,2018-03-07T00:00:00.000Z,09_02_2018
7c7e31f3d5eff7a33f2a59bc88d45442,6ecbb48768871dac5066a3aed501e699,delivered,2018-02-09T07:51:33.000Z,2018-02-10T02:36:18.000Z,2018-02-16T16:28:36.000Z,2018-02-27T12:13:49.000Z,2018-03-08T00:00:00.000Z,09_02_2018
4405341a3e7abe465e9f0a63d727dbe4,873dcf6ac219081c5b3dd8bc564b2534,delivered,2018-02-09T14:38:25.000Z,2018-02-10T02:49:43.000Z,2018-02-21T11:36:36.000Z,2018-03-05T22:37:44.000Z,2018-03-16T00:00:00.000Z,09_02_2018
